student_id,student_name,grade,school_name,reading_score,math_score,school_type,school_budget
117389481,Alexandria Edwards,9th,Chang High School,,69.6,Charter,840132
112781165,Stephanie Kemp,10th,Turner High School,62.2,73.7,Public,956438
98486568,Katherine Ford,11th,Sullivan High School,81.4,87.2,Public,961125
81810565,Deborah Ortiz,11th,Green High School,96.1,69.6,Charter,832670
48294768,Joanne Marquez,11th,Montgomery High School,,82.2,Charter,893368
22118378,Alejandro Smith,11th,Montgomery High School,79.9,77.6,Charter,893368
75130303,Keith Rivera,10th,Woods High School,,,Public,912243
53871503,Elizabeth Rangel,10th,Turner High School,78.8,57,Public,956438
40873585,Daniel Kelly,9th,Montgomery High School,75,72.7,Charter,893368
85244315,Scott Villegas,9th,Wagner High School,92.4,34.8,Public,846745
88871060,Colton Anderson,9th,Green High School,65.3,16.2,Charter,832670
16662267,Valerie Martinez,11th,Richard High School,59.6,,Charter,889699
96428285,Patricia Braun,12th,Dixon High School,83.1,61.5,Charter,870334
115326187,Christopher Simpson,10th,Campos High School,41,86.1,Public,957299
118207449,Mike Glenn,12th,Sullivan High School,,61.7,Public,961125
109540348,Karen Johnson,12th,Silva High School,50.1,61.5,Public,991918
48068619,Caleb Burke,9th,Turner High School,80.4,45.2,Public,956438
31534202,Jesse Higgins,11th,Bowers High School,87.8,39.8,Public,848324
123424149,Mark Brown,9th,Silva High School,45.2,81.2,Public,991918
50375293,Kristy Flynn,9th,Green High School,77.4,82.2,Charter,832670
100213894,Amber Williams,10th,Green High School,81.3,69.6,Charter,832670
96637487,Anna Cook,10th,Silva High School,73.2,33.8,Public,991918
26620435,Daniel Coffey,12th,Silva High School,53.1,46.1,Public,991918
35184603,Elizabeth Parsons,10th,Richard High School,61.5,85.1,Charter,889699
115940385,Jack Jordan,9th,Green High School,62.1,89.1,Charter,832670
123878012,Seth Anderson,12th,Campbell High School,59.5,78.7,Charter,960726
51123745,Patrick Harris,10th,Campbell High School,98.1,90.5,Charter,960726
23112823,David Flores,10th,Green High School,75.2,83.3,Charter,832670
68975672,Michael Sanchez,12th,Richard High School,97.3,64.7,Charter,889699
99271620,Andrea Gilmore,9th,Green High School,60.1,74.1,Charter,832670
103657130,Laura Campos,11th,Montgomery High School,74.9,66.1,Charter,893368
93782351,Nicole Walters,12th,Wagner High School,75.2,30.5,Public,846745
24248893,Logan Guerrero,9th,Green High School,68.4,55.8,Charter,832670
80599955,Tracy Donovan,11th,Montgomery High School,,61.7,Charter,893368
88814137,Thomas Collins,10th,Silva High School,80.8,57.9,Public,991918
59373432,Matthew Henson,11th,Montgomery High School,98.4,74.9,Charter,893368
47278196,Alice Wilson,9th,Richard High School,62,,Charter,889699
88946212,Brad Jensen,9th,Wagner High School,71.3,65.5,Public,846745
119331314,Bill Wilcox,9th,Campos High School,61.2,,Public,957299
19528463,Scott Thomas,10th,Montgomery High School,,,Charter,893368
88817590,Carol Moore,9th,Richard High School,,71.8,Charter,889699
29641929,Xavier Barnes,12th,Richard High School,81.1,40.1,Charter,889699
92478608,Laura Floyd,9th,Campos High School,57.6,73.5,Public,957299
65232376,David Russell,11th,Green High School,98.2,21.8,Charter,832670
65318193,Heather Blanchard,12th,Odonnell High School,83.5,72.8,Public,959474
118082240,Gina Hicks,9th,Dixon High School,,83,Charter,870334
52290266,Andrew White,10th,Wagner High School,68.4,69,Public,846745
109607964,Jill Vargas,9th,Green High School,77.1,97.4,Charter,832670
49956131,Brittany Solis,11th,Dixon High School,95.6,70.8,Charter,870334
83028371,Katherine Thomas,12th,Silva High School,55.1,70.2,Public,991918
39545183,James Holden,12th,Montgomery High School,62.5,48.4,Charter,893368
74735615,David Klein,12th,Woods High School,,91.7,Public,912243
76290695,Nicholas Aguirre,11th,Dixon High School,79.9,71,Charter,870334
123495615,Brittany Powell,9th,Odonnell High School,95.1,58.5,Public,959474
85887390,Curtis Robertson,11th,Silva High School,58.3,82.4,Public,991918
42605803,Teresa Davis,9th,Wagner High School,96.1,75.7,Public,846745
22628460,David Erickson,9th,Sullivan High School,33.4,83.3,Public,961125
127092470,Andrew Williams,9th,Silva High School,71.5,81.2,Public,991918
97025522,Monica Wyatt,12th,Silva High School,72.9,51.7,Public,991918
127523172,Brian Taylor,11th,Bowers High School,99.1,43.7,Public,848324
27527100,Joshua Reilly,10th,Wagner High School,,63.4,Public,846745
109380142,Christine Myers,11th,Green High School,78.1,54.8,Charter,832670
70445747,Daisy Johnson,9th,Sullivan High School,60.6,47.3,Public,961125
35560227,Christian Obrien,11th,Campbell High School,22.7,89.5,Charter,960726
116962498,Whitney Morales,11th,Fisher High School,86.9,56.3,Public,817615
71426024,Travis Rodgers,9th,Turner High School,75.1,50.7,Public,956438
78141357,Timothy Gilbert,9th,Woods High School,52.8,83.8,Public,912243
63660665,Edward Davis,9th,Fisher High School,95.5,,Public,817615
34011955,Elizabeth Hurley,12th,Montgomery High School,77.4,76.7,Charter,893368
67322543,Jessica Keith,10th,Woods High School,90.6,56.8,Public,912243
78443974,Melissa Rodriguez,11th,Green High School,94,62.2,Charter,832670
36341115,Bonnie Allen,12th,Fisher High School,62.1,45.8,Public,817615
121743699,Heather Sanders,11th,Wagner High School,65.6,69.2,Public,846745
72359569,Robert Richards,10th,Woods High School,57,56.3,Public,912243
114381550,Judy Terrell,11th,Green High School,77,65,Charter,832670
11548263,Travis Jones,12th,Fisher High School,60.3,93.3,Public,817615
103070539,Catherine Hill,9th,Wagner High School,97.4,53.9,Public,846745
80046217,April Spencer,12th,Wagner High School,84.6,66.8,Public,846745
32066740,Sandra Massey,11th,Bowers High School,61.6,37,Public,848324
46109282,Jennifer Davis,9th,Turner High School,78.1,73.9,Public,956438
79452731,Eric Hooper,10th,Wagner High School,79.5,78,Public,846745
112956097,Thomas Walters,9th,Wagner High School,,66,Public,846745
10310146,Jonathan Patton,9th,Fisher High School,89.4,75.6,Public,817615
51449115,Rebecca James,10th,Green High School,55.7,78.3,Charter,832670
86094315,Karina Nguyen,9th,Richard High School,69.2,74.9,Charter,889699
10750492,Michael Luna,12th,Green High School,83.3,,Charter,832670
86223487,Patricia Rojas,11th,Richard High School,62.9,72,Charter,889699
63149034,Brandy Moore,12th,Green High School,,49.6,Charter,832670
92492804,Olivia Shaw,9th,Turner High School,,70.1,Public,956438
17472838,Sandra Morrison,9th,Sullivan High School,73.3,70.9,Public,961125
52580206,Megan Palmer,9th,Bowers High School,,67.7,Public,848324
55937966,Jesse Burnett,9th,Dixon High School,91.8,71.2,Charter,870334
20041049,Shannon Waller,9th,Turner High School,80.8,79.8,Public,956438
67616835,Linda Banks,10th,Fisher High School,80.4,60.3,Public,817615
90143919,Vincent Robinson,11th,Fisher High School,75.6,53,Public,817615
50772508,Heather Suarez,10th,Green High School,65.4,65.1,Charter,832670
23958168,Leslie Booker,9th,Bowers High School,,68.6,Public,848324
63028100,Molly Edwards,12th,Wagner High School,,46.9,Public,846745
45661433,Carla Smith,9th,Turner High School,72.5,51.4,Public,956438
40517113,Regina Clark,11th,Turner High School,86.7,64.6,Public,956438
15247586,Cynthia Williams,12th,Dixon High School,73,64.4,Charter,870334
67075382,Dominique Callahan,11th,Odonnell High School,70.8,61.5,Public,959474
105292975,Thomas Christian,12th,Chang High School,49.3,59.8,Charter,840132
79777762,Audrey Bell,12th,Turner High School,61.4,74.7,Public,956438
93947578,Omar Moore,10th,Green High School,78.4,55.9,Charter,832670
32871249,Thomas Alexander,10th,Silva High School,95.2,32.5,Public,991918
56784118,Chase Patterson,11th,Richard High School,,66.7,Charter,889699
15987529,Mark Miller,10th,Dixon High School,10.9,,Charter,870334
67164976,Devin Weber,12th,Silva High School,74.6,65.7,Public,991918
45247006,Courtney Santos,10th,Silva High School,75.8,59,Public,991918
33824169,Allison Green,12th,Bowers High School,90.2,45,Public,848324
54496589,Andre Moore,12th,Wagner High School,,49.1,Public,846745
124474606,Michelle Melendez,10th,Silva High School,96,65,Public,991918
30652091,Margaret Maxwell,9th,Wagner High School,83,,Public,846745
27017869,Michelle Taylor,12th,Montgomery High School,64,59,Charter,893368
123705224,Summer Mathis,12th,Green High School,95.3,49.4,Charter,832670
117921108,Margaret Kennedy,9th,Green High School,77.4,67.3,Charter,832670
104903391,Frank Lane,10th,Dixon High School,43.4,77.9,Charter,870334
70764680,Christine Stein,11th,Montgomery High School,,,Charter,893368
106308538,Rachel Johnston,12th,Montgomery High School,51.2,69.3,Charter,893368
46959568,Lori Butler,9th,Fisher High School,,81.1,Public,817615
99595267,Courtney Davis,9th,Silva High School,21.6,77.3,Public,991918
19663218,Alicia Barber,11th,Dixon High School,91.4,71.9,Charter,870334
37848808,Shannon Boyle,11th,Green High School,99.1,67.8,Charter,832670
67951105,Brooke Young,9th,Campos High School,54.7,93.6,Public,957299
41711921,Michelle Duran,10th,Turner High School,58,75.5,Public,956438
94163966,Hannah Morris,12th,Odonnell High School,86.7,69.8,Public,959474
76169030,James Anderson,10th,Turner High School,97.2,86,Public,956438
117413962,Angela Harris,9th,Richard High School,62.4,55,Charter,889699
14699436,Amber Rodgers,12th,Woods High School,84.2,57,Public,912243
96468041,Adriana Camacho,9th,Fisher High School,92.3,66.9,Public,817615
66476173,John Martinez,12th,Montgomery High School,56.9,78.9,Charter,893368
68129156,Victoria Gibbs,9th,Dixon High School,72.8,70.9,Charter,870334
33658131,Raymond White,9th,Sullivan High School,91.1,65.5,Public,961125
127982409,Russell Bentley,11th,Montgomery High School,79,69.6,Charter,893368
89698789,Mary Dixon,11th,Montgomery High School,85,77.9,Charter,893368
29808539,Donald Barnett,10th,Montgomery High School,37.9,52.7,Charter,893368
80131025,Michelle Williams,11th,Green High School,,65.1,Charter,832670
107127967,Carol Anderson,11th,Dixon High School,85,59.6,Charter,870334
88387554,Catherine Jacobson,12th,Bowers High School,44.4,55.8,Public,848324
112541994,Ricky Marquez,10th,Campos High School,54.8,70.6,Public,957299
124588385,Reginald Odonnell,12th,Sullivan High School,77.5,76.3,Public,961125
97525129,Nicholas Williams,12th,Montgomery High School,60.8,60.7,Charter,893368
30146808,Brian Bullock,12th,Montgomery High School,56.3,,Charter,893368
52287282,Monica Howe,10th,Green High School,84.9,61,Charter,832670
61239001,Jose Hubbard,12th,Campos High School,70.6,79.9,Public,957299
109841542,Wendy Smith,9th,Sullivan High School,55.5,46.8,Public,961125
13197104,Ethan Horton,10th,Dixon High School,58.2,74.7,Charter,870334
57781042,Rebecca Gardner,12th,Silva High School,72.3,69,Public,991918
117537262,Cindy Sullivan,10th,Silva High School,81.3,55.9,Public,991918
97526652,Jennifer Velazquez,12th,Silva High School,73.4,39.8,Public,991918
51905264,Michelle Copeland,12th,Montgomery High School,57.2,56.1,Charter,893368
49184275,Carol Suarez,12th,Woods High School,99.1,66.3,Public,912243
97928027,Rick Anthony,12th,Dixon High School,84.7,44.8,Charter,870334
21107827,Donna Vargas,12th,Sullivan High School,86,28.8,Public,961125
77141523,Jeffrey Duran,10th,Fisher High School,62.3,62.6,Public,817615
48815862,Madison Whitaker,12th,Montgomery High School,52.8,76.6,Charter,893368
105587499,Joshua Davis,11th,Fisher High School,61.5,49.8,Public,817615
126632572,Emily Moore,9th,Dixon High School,77.5,52.2,Charter,870334
45255836,Elizabeth Gray,10th,Turner High School,96.3,85.5,Public,956438
121113504,Jessica Bridges,9th,Turner High School,,83.7,Public,956438
92670888,Thomas Webb,12th,Fisher High School,95.1,67.6,Public,817615
77328838,Kelli Mcneil,9th,Chang High School,68.8,47,Charter,840132
119423882,William Henderson,9th,Sullivan High School,,,Public,961125
81867398,Briana Williams,11th,Green High School,88.6,86.9,Charter,832670
44065991,Wendy Wiley,9th,Dixon High School,58.9,51,Charter,870334
101990048,Robert Moody,9th,Montgomery High School,53.1,77.4,Charter,893368
56487619,Timothy Allen,9th,Odonnell High School,74.4,44.6,Public,959474
23434543,Sarah Evans,9th,Dixon High School,57.7,72.7,Charter,870334
21542916,Angela King,12th,Bowers High School,67.7,72.7,Public,848324
115539097,David Wu,10th,Turner High School,67.7,84.3,Public,956438
35455374,Karen Odom,12th,Wagner High School,80.2,47.6,Public,846745
13060875,Vicki Leon,10th,Turner High School,96.2,84.6,Public,956438
72308510,Ashley Burnett,10th,Green High School,54.8,54.5,Charter,832670
127548801,Edward Martinez,11th,Green High School,88,42.5,Charter,832670
98957851,Michele Jackson,11th,Turner High School,81.6,44.5,Public,956438
50828740,Debra Lloyd,10th,Woods High School,65.7,43.8,Public,912243
88567976,Derek Martin,12th,Campos High School,75.8,75.6,Public,957299
63859722,Kendra Lopez,10th,Montgomery High School,68.3,71,Charter,893368
70220247,Teresa Luna,9th,Dixon High School,70.3,62.5,Charter,870334
72506105,Brian Rose,11th,Green High School,79.3,68.3,Charter,832670
53796154,Tommy Hamilton,12th,Montgomery High School,67.5,69.5,Charter,893368
54006403,Paul Odom,12th,Wagner High School,67,49.2,Public,846745
21624957,Ana Ross,9th,Green High School,71.1,85.8,Charter,832670
50858794,Jordan Knight,12th,Woods High School,65.4,67.4,Public,912243
35280413,Kayla Shannon,12th,Silva High School,,54.5,Public,991918
65273717,Allison Reyes,9th,Woods High School,82.5,69.5,Public,912243
31898650,Heather Williams,12th,Bowers High School,,62.8,Public,848324
120605479,Kevin Smith,10th,Wagner High School,67.6,,Public,846745
110967156,Adam Park,12th,Green High School,87,59.7,Charter,832670
79247292,Rebecca Sharp,11th,Bowers High School,78,51.9,Public,848324
70671867,Samantha Smith,11th,Green High School,96.3,44.6,Charter,832670
58521832,Erin Lewis,10th,Wagner High School,52,69.3,Public,846745
66389419,Drew Wolfe,10th,Woods High School,77.3,76.6,Public,912243
90194670,Wendy Nguyen,12th,Silva High School,81.7,50.6,Public,991918
74965663,Christian Rodriguez,11th,Bowers High School,70.1,26.3,Public,848324
93283533,Elizabeth Morris,11th,Green High School,77.6,68.3,Charter,832670
45234475,Lori Price,10th,Green High School,87.9,71.7,Charter,832670
62281841,Angel Kent,11th,Green High School,,40.7,Charter,832670
72064809,Kelly Walker,9th,Green High School,61.9,58.7,Charter,832670
24257004,Sandra Salinas,10th,Campbell High School,68,67.4,Charter,960726
96993422,Keith Gordon,9th,Fisher High School,89.2,62.5,Public,817615
22432672,Diane Mclaughlin,11th,Turner High School,69.2,69.2,Public,956438
24260415,Alexander Santana,9th,Silva High School,,73.3,Public,991918
122583065,Christopher Hudson,9th,Green High School,61.7,70.3,Charter,832670
85110342,John Mcdonald,11th,Green High School,73.6,76.7,Charter,832670
84138095,Ronald Torres,9th,Green High School,82.2,95.8,Charter,832670
128993785,Philip Phillips,12th,Montgomery High School,69.4,75.6,Charter,893368
101038081,Wyatt Walker,10th,Silva High School,96.4,32.4,Public,991918
60555964,Gabriel Hudson,11th,Wagner High School,87.4,51.6,Public,846745
32908659,Dawn James,11th,Richard High School,66,80.9,Charter,889699
90344239,Jennifer Pena,9th,Woods High School,62.6,84.7,Public,912243
70690987,Sean Kaufman,9th,Bowers High School,61.7,29.2,Public,848324
44988133,Thomas Cooper,11th,Montgomery High School,85,84.4,Charter,893368
41639029,James Thompson,11th,Sullivan High School,,47.7,Public,961125
10524851,Nancy Patel,10th,Silva High School,83.2,80.6,Public,991918
81760709,Tammy Mcclain,10th,Dixon High School,79.9,57.1,Charter,870334
58115947,Joanne Watkins,11th,Green High School,90.5,66.8,Charter,832670
79502908,Matthew Miller,9th,Montgomery High School,80.1,60.8,Charter,893368
66467247,Daniel Rowland,11th,Turner High School,59.9,70.8,Public,956438
42094281,Brian Cooper,12th,Dixon High School,78.5,53.7,Charter,870334
18427950,Tyrone Khan,12th,Odonnell High School,44.9,82.5,Public,959474
68630360,Michelle Lopez,10th,Dixon High School,,44.4,Charter,870334
22847762,Christine Ford,9th,Woods High School,,62.8,Public,912243
104888872,Jerry Steele,11th,Turner High School,71.1,28.4,Public,956438
68611415,Misty Weber,10th,Wagner High School,,74,Public,846745
13680349,Rhonda Cortez,12th,Chang High School,51.8,60.3,Charter,840132
48262952,Cassandra Olson,11th,Dixon High School,58,94.6,Charter,870334
23958168,Leslie Booker,9th,Bowers High School,,68.6,Public,848324
59292319,Kathleen Wilson,11th,Green High School,74.9,64,Charter,832670
27464810,Donald Marks,9th,Turner High School,81.6,80.3,Public,956438
128010189,Jeff Garner,11th,Bowers High School,77.7,59.7,Public,848324
38927773,Eric Arnold,12th,Dixon High School,67.2,49.4,Charter,870334
102095007,Cathy Scott,12th,Wagner High School,72.7,44.2,Public,846745
56038440,Danny Adams,11th,Green High School,91.3,38.4,Charter,832670
89246445,Eric Thompson,11th,Wagner High School,81.4,88,Public,846745
109500362,Kimberly Gutierrez,12th,Wagner High School,50.2,67.2,Public,846745
18813522,Carl Smith,10th,Montgomery High School,50.6,55.2,Charter,893368
48702331,Vicki Green,12th,Odonnell High School,54.1,84,Public,959474
21088629,Kurt Cline,11th,Dixon High School,90.5,70.3,Charter,870334
74629776,Jennifer Johnson,11th,Campbell High School,,31.1,Charter,960726
88605061,Terry Powell,10th,Green High School,88.6,61.2,Charter,832670
77758479,Crystal Alexander,10th,Turner High School,90.8,48.5,Public,956438
12828131,Laura Reyes,9th,Woods High School,71.4,59.7,Public,912243
98433980,Steven Warren,9th,Wagner High School,,44.1,Public,846745
11162005,Andrew Wilson,9th,Dixon High School,80.2,78.1,Charter,870334
97180593,Kimberly Conner,10th,Wagner High School,31.9,59.9,Public,846745
73666468,Samantha Harris,9th,Wagner High School,84.4,63.4,Public,846745
18083129,Lisa Jones,10th,Campos High School,57.2,58.3,Public,957299
99061270,Susan Rodriguez,9th,Fisher High School,74.3,81.8,Public,817615
83341689,Rebecca Wood,9th,Campos High School,60.6,26.4,Public,957299
38711934,Alec Campbell,10th,Campbell High School,83.8,78.5,Charter,960726
31549912,Tammy Adams,9th,Silva High School,50.4,63.2,Public,991918
98757624,Linda Durham,12th,Wagner High School,96.6,88.3,Public,846745
124655881,Cameron Richardson,9th,Richard High School,74.9,68.7,Charter,889699
72099324,Devin Mcintyre,9th,Green High School,60.9,74.5,Charter,832670
116031497,Kyle Mills,9th,Richard High School,72.9,62.7,Charter,889699
57611167,Sabrina Warren,11th,Fisher High School,,81.5,Public,817615
57219077,Natalie Davis,12th,Sullivan High School,89,46.4,Public,961125
16338261,Edward Smith,9th,Sullivan High School,70.6,68.4,Public,961125
60517096,Alicia Brown,12th,Green High School,77.5,59.4,Charter,832670
117066681,Heidi Crawford,9th,Montgomery High School,83.6,87.7,Charter,893368
52301430,Luke Richards,9th,Woods High School,73,60.4,Public,912243
17169714,Tina Davenport,10th,Turner High School,75.8,63.6,Public,956438
111321131,Sandra Gibbs,12th,Campos High School,78.6,67.9,Public,957299
91247584,Suzanne Reynolds,9th,Campos High School,62.3,52.8,Public,957299
66249326,Seth Wong,11th,Montgomery High School,66.7,,Charter,893368
76664810,Victor Riggs,9th,Fisher High School,83.8,69.3,Public,817615
50167391,Elizabeth Nelson,10th,Richard High School,,72.5,Charter,889699
72300754,George Sanchez,11th,Bowers High School,76.4,63.2,Public,848324
87485224,Stephen Bennett,10th,Turner High School,65.4,73.2,Public,956438
11401520,Ashley Smith,10th,Wagner High School,80.4,65.3,Public,846745
13743121,Pamela Roberts,11th,Turner High School,30.8,54.2,Public,956438
107730671,Jennifer Woodard,11th,Bowers High School,72,48.9,Public,848324
90369256,Tami Ayers,9th,Turner High School,79.1,68,Public,956438
74495434,Victoria Guerra,10th,Silva High School,74.7,64.8,Public,991918
122041947,April Anderson,9th,Bowers High School,36.8,35.7,Public,848324
126830798,Anthony Maddox,10th,Dixon High School,53.8,59.1,Charter,870334
73715238,Amy Delacruz,10th,Turner High School,79.7,,Public,956438
90029091,Cindy Holder,11th,Wagner High School,99.8,79.6,Public,846745
128116148,Jonathan Cox,10th,Fisher High School,70.7,97.9,Public,817615
105265999,Gina Morales,10th,Green High School,,62.7,Charter,832670
36154535,Terrance Gentry,10th,Turner High School,98.2,,Public,956438
48422268,Alyssa Bennett,9th,Green High School,69.3,92.1,Charter,832670
62227591,Robert Clark,10th,Green High School,79.5,64.6,Charter,832670
106364284,Anthony Hernandez,11th,Dixon High School,95.2,64,Charter,870334
65373578,Eric Schmitt,12th,Wagner High School,85.5,51.9,Public,846745
125257741,Daniel Williams,11th,Campbell High School,72.5,67.8,Charter,960726
116157889,Hunter Frazier,11th,Chang High School,68.7,83.5,Charter,840132
88961433,Samuel Holland,12th,Bowers High School,80.5,58.3,Public,848324
106966365,Sean Flowers,11th,Fisher High School,,39.6,Public,817615
54978609,Victoria Martin,11th,Green High School,86.1,54,Charter,832670
94520729,Billy Bowman,10th,Silva High School,75.4,76.2,Public,991918
75436560,Daniel Schmitt,11th,Richard High School,42.2,99.8,Charter,889699
92932830,Max Lambert,11th,Montgomery High School,,65.7,Charter,893368
50792025,Susan Andrews,11th,Green High School,92,97.4,Charter,832670
115007503,Steven Ramos,10th,Fisher High School,69.5,47.6,Public,817615
34157783,Jessica Johnson,10th,Dixon High School,96.6,52.5,Charter,870334
26891772,Michelle Peterson,9th,Sullivan High School,91.7,84.1,Public,961125
44574262,Jeremy Glenn,10th,Green High School,83.5,55,Charter,832670
104412594,Christian Meadows,10th,Woods High School,71.1,48.9,Public,912243
104737567,Jordan Huff,9th,Green High School,65.6,83.1,Charter,832670
42768261,Miranda Ferguson,9th,Odonnell High School,92.7,64.1,Public,959474
127554400,Elizabeth Williams,9th,Montgomery High School,,72.5,Charter,893368
18181979,Ronnie Pratt,12th,Montgomery High School,54.4,87.8,Charter,893368
96835577,Anthony Owens,11th,Silva High School,63.8,61.9,Public,991918
68352185,Daniel Scott,11th,Wagner High School,77.2,65.5,Public,846745
94505074,Diane Smith,10th,Dixon High School,56.9,38.1,Charter,870334
12686645,Pamela Jenkins,11th,Bowers High School,94.7,56.8,Public,848324
51582593,Becky Lewis,10th,Dixon High School,60.7,55.9,Charter,870334
86554897,Gregory Williams,9th,Campos High School,70.1,42,Public,957299
40143817,Zachary Flowers,9th,Wagner High School,94.7,48.9,Public,846745
59616571,Benjamin Marshall,10th,Dixon High School,81.8,58.4,Charter,870334
20345635,Jeffrey Sanchez,10th,Woods High School,63.2,61.9,Public,912243
126974719,Stephanie Campbell,11th,Montgomery High School,89.3,82.3,Charter,893368
98566161,David Ruiz,9th,Silva High School,63.4,83.3,Public,991918
34260405,Kevin Morris,9th,Chang High School,63,72.5,Charter,840132
104647657,Dominic Green,9th,Silva High School,66.6,76.3,Public,991918
27463523,Rose Freeman,10th,Turner High School,84.9,75.3,Public,956438
43436822,Karen Clark,10th,Green High School,38.1,59.7,Charter,832670
59049504,Tracey Morris,10th,Woods High School,82.3,62.9,Public,912243
102366516,Brian Matthews,11th,Campbell High School,74.8,52.1,Charter,960726
64816612,John Lee,9th,Campos High School,72.7,32.1,Public,957299
81184563,Curtis Taylor,12th,Woods High School,75,87.6,Public,912243
90487471,Gregory Chapman,12th,Dixon High School,75.5,57.5,Charter,870334
79581796,Kevin Jackson,9th,Wagner High School,98.9,73.7,Public,846745
46188164,Adam Diaz,10th,Green High School,83.2,44.1,Charter,832670
80490122,Alvin Cox,9th,Turner High School,,82.8,Public,956438
41383896,Taylor Knight,11th,Woods High School,53.5,72,Public,912243
90944684,Brad Johnson,10th,Fisher High School,59.8,73.2,Public,817615
106682377,Derrick Maynard,9th,Montgomery High School,84.4,89.7,Charter,893368
125841186,Christina House,10th,Richard High School,60.3,61.5,Charter,889699
22561970,Dana Jackson,10th,Campbell High School,58,83.9,Charter,960726
45821859,Leslie Richardson,10th,Green High School,73.2,,Charter,832670
53592293,Miguel Smith,10th,Green High School,45.2,61.7,Charter,832670
100891339,Jennifer Jones,9th,Montgomery High School,,92.3,Charter,893368
71741437,Melissa Short,9th,Campos High School,68,96.6,Public,957299
123569758,Jeremy Mendoza,10th,Richard High School,43.2,51.7,Charter,889699
86470120,John Bennett,11th,Montgomery High School,87.2,68,Charter,893368
59133025,Ashlee Weber,10th,Silva High School,87.1,41,Public,991918
129275509,Brian Patterson,10th,Silva High School,88.6,44.3,Public,991918
27585728,Douglas Smith,10th,Montgomery High School,43.2,53,Charter,893368
13513199,Melissa Palmer,10th,Montgomery High School,,53.3,Charter,893368
114785952,Travis Yates,12th,Odonnell High School,65.8,63,Public,959474
92062797,Daniel White,9th,Montgomery High School,87.3,83.5,Charter,893368
68557223,Johnny Torres,10th,Green High School,59.2,54,Charter,832670
65180680,Heather Miller,9th,Bowers High School,,72.3,Public,848324
102539262,Stephanie Santana,9th,Bowers High School,43.1,48.9,Public,848324
62157593,Brandon Rivera,12th,Fisher High School,48.8,67.7,Public,817615
54967762,Valerie Adams,11th,Green High School,75.1,43.7,Charter,832670
90135930,Cheryl Woods,10th,Montgomery High School,,58.1,Charter,893368
123014038,Ricky Rose,11th,Montgomery High School,69,79.1,Charter,893368
74909205,Anthony Mendez,10th,Green High School,60.4,65.5,Charter,832670
50709131,Sara Fisher,10th,Richard High School,,64.1,Charter,889699
119091667,Michael Bonilla,10th,Sullivan High School,84.2,68.8,Public,961125
111179312,Nicholas Tran,12th,Wagner High School,80.9,56.8,Public,846745
82303738,Jessica Martinez,10th,Campos High School,88.6,45.8,Public,957299
105743686,Mary Sullivan,9th,Turner High School,84,44.1,Public,956438
74895296,Jennifer Davis,10th,Woods High School,63.1,63.5,Public,912243
58819010,Christian Potter,9th,Green High School,,85.6,Charter,832670
127700924,Kimberly Hughes,9th,Turner High School,75.8,97.1,Public,956438
129435543,Nicholas Phelps,11th,Montgomery High School,83.1,98,Charter,893368
120976548,Joseph Hall,12th,Dixon High School,89.7,40.3,Charter,870334
65406623,Andrew Kelly,9th,Woods High School,42.1,74.6,Public,912243
37305710,Susan Gonzalez,9th,Woods High School,56.7,79.1,Public,912243
104220207,Susan Nguyen,10th,Green High School,94.4,53,Charter,832670
63366435,Michael Hanson,12th,Fisher High School,52.7,77.9,Public,817615
112732680,Marissa Simmons,12th,Odonnell High School,,59.5,Public,959474
110516523,Christina Burch,11th,Silva High School,95.1,69.1,Public,991918
18765544,Troy Jones,11th,Fisher High School,42.5,63.2,Public,817615
121398808,Sarah Mccarthy,9th,Campos High School,72.7,41.9,Public,957299
30964200,Holly Carter,12th,Wagner High School,89.7,60.2,Public,846745
122939538,Amy Davis,10th,Dixon High School,51.3,80.3,Charter,870334
42575580,Jacob Gonzalez,10th,Campbell High School,,69.6,Charter,960726
114136378,Michael Delgado,11th,Bowers High School,,45.6,Public,848324
43060939,Edward Johnson,10th,Green High School,87,69.6,Charter,832670
123880026,Brett Ellis,10th,Turner High School,90.9,96.2,Public,956438
79873530,Nancy Green,10th,Woods High School,57.5,62.5,Public,912243
117798742,Amanda Palmer,11th,Campbell High School,21.8,42.3,Charter,960726
81282805,James Johnston,10th,Silva High School,79.6,37.5,Public,991918
123131610,Jeanne Parker,9th,Wagner High School,91.9,67.8,Public,846745
53958552,Michael Jones,10th,Montgomery High School,88.8,49,Charter,893368
123832346,Lisa Smith,9th,Dixon High School,99.7,66.2,Charter,870334
120226874,Cindy Green,10th,Fisher High School,60.7,66.1,Public,817615
22362043,Jeremy Morgan,9th,Silva High School,61.1,80.2,Public,991918
72753770,Brandon Oconnor,11th,Montgomery High School,88.4,92.6,Charter,893368
66578408,Rachel Stephens,11th,Green High School,92,60.3,Charter,832670
127114701,Terri Hayden,12th,Wagner High School,75.3,62.2,Public,846745
121564412,Andrew Key,12th,Bowers High School,81.4,78.9,Public,848324
20240785,Dakota Johnson,11th,Fisher High School,69.2,44,Public,817615
89675252,Thomas Smith,11th,Wagner High School,,68.1,Public,846745
45199507,Ryan Brooks,11th,Wagner High School,80.1,45.2,Public,846745
89138252,Jo Davis,10th,Green High School,,61.1,Charter,832670
123812764,Paul Dominguez,10th,Woods High School,54.8,65.3,Public,912243
21599972,Erica Simpson,12th,Woods High School,70.6,53.8,Public,912243
